id,prompt,option,option_id,label
1584,Determine the correct option: What is Martin Heidegger's view on the relationship between time and human existence?,Martin Heidegger believes that the relationship between time and human existence is cyclical. The past and present are interconnected and the future is predetermined. Human beings do not have free will.,D,0
1584,Determine the correct option: What is Martin Heidegger's view on the relationship between time and human existence?,"Martin Heidegger believes that time is an illusion, and the past, present, and future are all happening simultaneously. Humans exist outside of this illusion and are guided by a higher power.",E,0
1585,Choose the correct answer: Who was the first person to describe the pulmonary circulation structure?,Galen,A,0
1585,Choose the correct answer: Who was the first person to describe the pulmonary circulation structure?,Avicenna,B,0
1585,Choose the correct answer: Who was the first person to describe the pulmonary circulation structure?,Hippocrates,C,0
1585,Choose the correct answer: Who was the first person to describe the pulmonary circulation structure?,Aristotle,D,0
1585,Choose the correct answer: Who was the first person to describe the pulmonary circulation structure?,Ibn al-Nafis,E,1
1586,Determine the correct option: What is an order parameter?,An order parameter is a measure of the temperature of a physical mechanism.,A,0
1586,Determine the correct option: What is an order parameter?,An order parameter is a measure of the gravitational force in a physical structure.,B,0
1586,Determine the correct option: What is an order parameter?,An order parameter is a measure of the magnetic field strength in a physical mechanism.,C,0
1586,Determine the correct option: What is an order parameter?,An order parameter is a measure of the degree of symmetry breaking in a physical mechanism.,D,1
1586,Determine the correct option: What is an order parameter?,An order parameter is a measure of the rotational symmetry in a physical structure.,E,0
1587,Which of the following is correct? What is the definition of an improper rotation?,"An improper rotation is the combination of a rotation about an axis and reflection in a plane perpendicular to that axis, or inversion about a point on the axis. The order of the rotation and reflection does not matter, and the symmetry elements for improper rotation are the rotation axis, and either the mirror plane, the inversion point, or both, and a third plane.",A,0
1587,Which of the following is correct? What is the definition of an improper rotation?,"An improper rotation is the combination of a rotation about an axis and reflection in a plane perpendicular to that axis, or inversion about a point on the axis. The order of the rotation and reflection does not matter, and the symmetry elements for improper rotation are the rotation axis, and either the mirror plane, the inversion point, or both.",B,1
1587,Which of the following is correct? What is the definition of an improper rotation?,"An improper rotation is the combination of a rotation about an axis and reflection in a plane parallel to that axis, or inversion about a point on the axis. The order of the rotation and reflection does not matter, and the symmetry elements for improper rotation are the rotation axis, and either the mirror plane, the inversion point, or neither.",C,0
1587,Which of the following is correct? What is the definition of an improper rotation?,"An improper rotation is the combination of a rotation about an axis and reflection in a plane perpendicular to that axis, or inversion about a point on the axis. The order of the rotation and reflection does not matter, and the symmetry elements for improper rotation are the rotation axis, and either the mirror plane, the inversion point, or neither.",D,0
1587,Which of the following is correct? What is the definition of an improper rotation?,"An improper rotation is the combination of a rotation about an axis and reflection in a plane parallel to that axis, or inversion about a point on the axis. The order of the rotation and reflection does not matter, and the symmetry elements for improper rotation are the rotation axis, and either the mirror plane, the inversion point, or both.",E,0
1588,Determine the correct option: What is the isophotal diameter used for in measuring a galaxy's size? from the following choices.,The isophotal diameter is a way of measuring a galaxy's distance from Earth.,A,0
1588,Determine the correct option: What is the isophotal diameter used for in measuring a galaxy's size? from the following choices.,The isophotal diameter is a measure of a galaxy's age.,B,0
1588,Determine the correct option: What is the isophotal diameter used for in measuring a galaxy's size? from the following choices.,The isophotal diameter is a measure of a galaxy's mass.,C,0
1588,Determine the correct option: What is the isophotal diameter used for in measuring a galaxy's size? from the following choices.,The isophotal diameter is a measure of a galaxy's temperature.,D,0
1588,Determine the correct option: What is the isophotal diameter used for in measuring a galaxy's size? from the following choices.,The isophotal diameter is a conventional way of measuring a galaxy's size based on its apparent surface brightness.,E,1
1589,Pick the best possible answer: What is the mechanism of FTIR? based on the given context.,"The mechanism of FTIR is called ray optics, which is a good analog to visualize quantum tunneling.",A,0
1589,Pick the best possible answer: What is the mechanism of FTIR? based on the given context.,"The mechanism of FTIR is called scattering, which is a good analog to visualize quantum tunneling.",B,0
1589,Pick the best possible answer: What is the mechanism of FTIR? based on the given context.,"The mechanism of FTIR is called frustrated TIR, which is a good analog to visualize quantum tunneling.",C,0
1589,Pick the best possible answer: What is the mechanism of FTIR? based on the given context.,"The mechanism of FTIR is called evanescent-wave coupling, which is a good analog to visualize quantum tunneling.",D,1
1589,Pick the best possible answer: What is the mechanism of FTIR? based on the given context.,"The mechanism of FTIR is called total internal reflection microscopy, which is a good analog to visualize quantum tunneling.",E,0
1590,What is the significance of Baryon Acoustic Oscillations (BAOs) in the study of the universe?,"BAOs establish a preferred length scale for baryons, which can be used to detect a subtle preference for pairs of galaxies to be separated by 147 Mpc, compared to those separated by 130-160 Mpc.",A,1
1590,What is the significance of Baryon Acoustic Oscillations (BAOs) in the study of the universe?,BAOs help to determine the average temperature of the Universe by measuring the temperature of the cosmic microwave background radiation.,B,0
1590,What is the significance of Baryon Acoustic Oscillations (BAOs) in the study of the universe?,BAOs provide a way to measure the time it takes for a signal to reach its destination compared to the time it takes for background noise to dissipate.,C,0
1590,What is the significance of Baryon Acoustic Oscillations (BAOs) in the study of the universe?,BAOs can be used to make a two-dimensional map of the galaxy distribution in the Universe.,D,0
1590,What is the significance of Baryon Acoustic Oscillations (BAOs) in the study of the universe?,BAOs are used to measure the speed of light in the Universe.,E,0
1591,Which of the following is correct? What is the Josephson effect?,"The Josephson effect is a phenomenon exploited by superconducting devices such as SQUIDs. It is used in the most accurate available measurements of the magnetic flux quantum Φ0 = h/(2e), where h is the Planck constant.",A,1
1591,Which of the following is correct? What is the Josephson effect?,"The Josephson effect is a phenomenon exploited by magnetic devices such as SQUIDs. It is used in the most accurate available measurements of the magnetic flux quantum Φ0 = h/(2e), where h is the magnetic constant.",B,0
1591,Which of the following is correct? What is the Josephson effect?,"The Josephson effect is a phenomenon exploited by superconducting devices such as SQUIDs. It is used in the most accurate available measurements of the electric flux quantum Φ0 = h/(2e), where h is the Planck constant.",C,0
1591,Which of the following is correct? What is the Josephson effect?,"The Josephson effect is a phenomenon exploited by superconducting devices such as SQUIDs. It is used in the most accurate available measurements of the magnetic flux quantum Φ0 = e/(2h), where h is the Planck constant.",D,0
1591,Which of the following is correct? What is the Josephson effect?,"The Josephson effect is a phenomenon exploited by magnetic devices such as SQUIDs. It is used in the most accurate available measurements of the electric flux quantum Φ0 = h/(2e), where h is the magnetic constant.",E,0
1592,Pick the best possible answer: What is the revised view of the atmosphere's nature based on the time-varying multistability that is associated with the modulation of large-scale processes and aggregated feedback of small-scale processes? among the listed options.,The atmosphere is a framework that is only influenced by large-scale processes and does not exhibit any small-scale feedback.,A,0
1592,Pick the best possible answer: What is the revised view of the atmosphere's nature based on the time-varying multistability that is associated with the modulation of large-scale processes and aggregated feedback of small-scale processes? among the listed options.,"The atmosphere possesses both chaos and order, including emerging organized structures and time-varying forcing from recurrent seasons.",B,1
1592,Pick the best possible answer: What is the revised view of the atmosphere's nature based on the time-varying multistability that is associated with the modulation of large-scale processes and aggregated feedback of small-scale processes? among the listed options.,The atmosphere is a mechanism that is only influenced by small-scale processes and does not exhibit any large-scale modulation.,C,0
1592,Pick the best possible answer: What is the revised view of the atmosphere's nature based on the time-varying multistability that is associated with the modulation of large-scale processes and aggregated feedback of small-scale processes? among the listed options.,The atmosphere is a completely chaotic mechanism with no order or organization.,D,0
1592,Pick the best possible answer: What is the revised view of the atmosphere's nature based on the time-varying multistability that is associated with the modulation of large-scale processes and aggregated feedback of small-scale processes? among the listed options.,The atmosphere is a completely ordered framework with no chaos or randomness.,E,0
1593,Identify the correct statement: What is the butterfly effect? carefully.,"The butterfly effect is a physical cause that occurs when a massive sphere is caused to roll down a slope starting from a point of unstable equilibrium, and its velocity is assumed to be caused by the force of gravity accelerating it.",A,0
1593,Identify the correct statement: What is the butterfly effect? carefully.,The butterfly effect is a distributed causality that opens up the opportunity to understand the relationship between necessary and sufficient conditions in classical (Newtonian) physics.,B,0
1593,Identify the correct statement: What is the butterfly effect? carefully.,The butterfly effect is a proportionality between the cause and the effect of a physical phenomenon in classical (Newtonian) physics.,C,0
1593,Identify the correct statement: What is the butterfly effect? carefully.,The butterfly effect is a small push that is needed to set a massive sphere into motion when it is caused to roll down a slope starting from a point of unstable equilibrium.,D,0
1593,Identify the correct statement: What is the butterfly effect? carefully.,The butterfly effect is a phenomenon that highlights the distinction between the application of the notion of causality in physics and a more general use of causality as represented by Mackie's INUS conditions.,E,1
1594,"Determine the correct option: What is the purpose of expressing a map's scale as a ratio, such as 1:10,000? based on the given context.","To indicate the use of south-up orientation, as used in Ancient Africa and some maps in Brazil today.",A,0
1594,"Determine the correct option: What is the purpose of expressing a map's scale as a ratio, such as 1:10,000? based on the given context.","To indicate the orientation of the map, such as whether the 0° meridian is at the top or bottom of the page.",B,0
1594,"Determine the correct option: What is the purpose of expressing a map's scale as a ratio, such as 1:10,000? based on the given context.","To indicate the projection used to create the map, such as Buckminster Fuller's Dymaxion projection.",C,0
1594,"Determine the correct option: What is the purpose of expressing a map's scale as a ratio, such as 1:10,000? based on the given context.","To indicate the arrangement of the map, such as the world map of Gott, Vanderbei, and Goldberg arranged as a pair of disks back-to-back.",D,0
1594,"Determine the correct option: What is the purpose of expressing a map's scale as a ratio, such as 1:10,000? based on the given context.",To indicate the relationship between the size of the map and the size of the area being represented.,E,1
1595,Choose the correct answer: What was Pierre de Fermat's solution to the problem of refraction? from the following choices.,"Fermat supposed that light took the path of least resistance, and that different media offered the same resistance. His eventual solution, described in a letter to La Chambre dated 1 January 1662, construed ""resistance"" as inversely proportional to speed, so that light took the path of least time. That premise yielded the ordinary law of refraction, provided that light traveled more slowly in the optically denser medium.",A,0
1595,Choose the correct answer: What was Pierre de Fermat's solution to the problem of refraction? from the following choices.,"Fermat supposed that light took the path of least resistance, and that different media offered different resistances. His eventual solution, described in a letter to La Chambre dated 1 January 1662, construed ""resistance"" as directly proportional to speed, so that light took the path of least time. That premise yielded the ordinary law of refraction, provided that light traveled more quickly in the optically denser medium.",B,0
1595,Choose the correct answer: What was Pierre de Fermat's solution to the problem of refraction? from the following choices.,"Fermat supposed that light took the path of least resistance, and that different media offered the same resistance. His eventual solution, described in a letter to La Chambre dated 1 January 1662, construed ""resistance"" as directly proportional to speed, so that light took the path of least time. That premise yielded the ordinary law of refraction, provided that light traveled more slowly in the optically denser medium.",C,0
1595,Choose the correct answer: What was Pierre de Fermat's solution to the problem of refraction? from the following choices.,"Fermat supposed that light took the path of least resistance, and that different media offered the same resistance. His eventual solution, described in a letter to La Chambre dated 1 January 1662, construed ""resistance"" as inversely proportional to speed, so that light took the path of least time. That premise yielded the ordinary law of refraction, provided that light traveled more quickly in the optically denser medium.",D,0
1595,Choose the correct answer: What was Pierre de Fermat's solution to the problem of refraction? from the following choices.,"Fermat supposed that light took the path of least resistance, and that different media offered different resistances. His eventual solution, described in a letter to La Chambre dated 1 January 1662, construed ""resistance"" as inversely proportional to speed, so that light took the path of least time. That premise yielded the ordinary law of refraction, provided that light traveled more slowly in the optically denser medium.",E,1
1596,Choose the correct answer: What is bollard pull primarily used for measuring? from the following choices.,The weight of heavy machinery,A,0
1596,Choose the correct answer: What is bollard pull primarily used for measuring? from the following choices.,The speed of locomotives,B,0
1596,Choose the correct answer: What is bollard pull primarily used for measuring? from the following choices.,The distance traveled by a truck,C,0
1596,Choose the correct answer: What is bollard pull primarily used for measuring? from the following choices.,The strength of tugboats,D,1
1596,Choose the correct answer: What is bollard pull primarily used for measuring? from the following choices.,The height of a ballast tractor,E,0
1597,Select the most accurate option: What is the cause of the observed change in the periods of moons orbiting a distant planet when measured from Earth? carefully.,"The distinction in the size of the planet's moons when the Earth is at the point in its orbit that is closest to its planet than when the Earth is at the farthest point in its orbit, the distinction in distance being the diameter of the Earth's orbit around the Sun.",A,0
1597,Select the most accurate option: What is the cause of the observed change in the periods of moons orbiting a distant planet when measured from Earth? carefully.,"The distinction in the speed of light when the Earth is at the point in its orbit that is closest to its planet than when the Earth is at the farthest point in its orbit, the distinction in distance being the diameter of the Earth's orbit around the Sun.",B,0
1597,Select the most accurate option: What is the cause of the observed change in the periods of moons orbiting a distant planet when measured from Earth? carefully.,"The distinction in distance travelled by light from the planet (or its moon) to Earth when the Earth is at the point in its orbit that is closest to its planet than when the Earth is at the farthest point in its orbit, the distinction in distance being the diameter of the Earth's orbit around the Sun.",C,1
1597,Select the most accurate option: What is the cause of the observed change in the periods of moons orbiting a distant planet when measured from Earth? carefully.,"The distinction in the atmospheric conditions of the planet when the Earth is at the point in its orbit that is closest to its planet than when the Earth is at the farthest point in its orbit, the distinction in distance being the diameter of the Earth's orbit around the Sun.",D,0
1597,Select the most accurate option: What is the cause of the observed change in the periods of moons orbiting a distant planet when measured from Earth? carefully.,"The distinction in the gravitational pull of the planet on its moons when the Earth is at the point in its orbit that is closest to its planet than when the Earth is at the farthest point in its orbit, the distinction in distance being the diameter of the Earth's orbit around the Sun.",E,0
1598,What is the Kelvin-Helmholtz instability and how does it affect Earth's magnetosphere?,"The Kelvin-Helmholtz instability is a phenomenon that occurs when large swirls of plasma travel along the edge of the magnetosphere at a different velocity from the magnetosphere, causing the plasma to slip past. This results in magnetic reconnection, and as the magnetic field lines break and reconnect, solar wind particles are able to enter the magnetosphere.",A,1
1598,What is the Kelvin-Helmholtz instability and how does it affect Earth's magnetosphere?,The Kelvin-Helmholtz instability is a phenomenon that occurs when the magnetosphere is compared to a sieve because it allows solar wind particles to enter.,B,0
1598,What is the Kelvin-Helmholtz instability and how does it affect Earth's magnetosphere?,"The Kelvin-Helmholtz instability is a phenomenon that occurs when Earth's bow shock is about 17 kilometers (11 mi) thick and located about 90,000 kilometers (56,000 mi) from Earth.",C,0
1598,What is the Kelvin-Helmholtz instability and how does it affect Earth's magnetosphere?,"The Kelvin-Helmholtz instability is a phenomenon that occurs when the magnetic field extends in the magnetotail on Earth's nightside, which lengthwise exceeds 6,300,000 kilometers (3,900,000 mi).",D,0
1598,What is the Kelvin-Helmholtz instability and how does it affect Earth's magnetosphere?,"The Kelvin-Helmholtz instability is a phenomenon that occurs when the magnetosphere is compressed by the solar wind to a distance of approximately 65,000 kilometers (40,000 mi) on the dayside of Earth. This results in the magnetopause existing at a distance of several hundred kilometers above Earth's surface.",E,0
1599,Identify the correct statement: What is the SI unit of the physical quantity m/Q? from the following choices.,Meter per second,A,0
1599,Identify the correct statement: What is the SI unit of the physical quantity m/Q? from the following choices.,Pascal per second,B,0
1599,Identify the correct statement: What is the SI unit of the physical quantity m/Q? from the following choices.,Kilogram per coulomb,C,1
1599,Identify the correct statement: What is the SI unit of the physical quantity m/Q? from the following choices.,Newton per meter,D,0
1599,Identify the correct statement: What is the SI unit of the physical quantity m/Q? from the following choices.,Joule per second,E,0
1600,Which of the following is correct? What is the information loss paradox in black holes? from the following choices.,"Black holes have an infinite number of internal parameters, so all the information about the matter that went into forming the black hole is preserved. Regardless of the type of matter which goes into a black hole, it appears that all the information is conserved. As black holes evaporate by emitting Hawking radiation, the information is lost forever.",A,0
1600,Which of the following is correct? What is the information loss paradox in black holes? from the following choices.,"Black holes have an infinite number of internal parameters, so all the information about the matter that went into forming the black hole is preserved. Regardless of the type of matter which goes into a black hole, it appears that all the information is conserved. As black holes evaporate by emitting Hawking radiation, the information is lost temporarily but reappears once the black hole has fully evaporated.",B,0
1600,Which of the following is correct? What is the information loss paradox in black holes? from the following choices.,"Black holes have only a few internal parameters, so most of the information about the matter that went into forming the black hole is lost. Regardless of the type of matter which goes into a black hole, it appears that only information concerning the total mass, charge, and angular momentum are conserved. As black holes evaporate by emitting Hawking radiation, the information is lost forever.",C,1
1600,Which of the following is correct? What is the information loss paradox in black holes? from the following choices.,"Black holes have only a few internal parameters, so most of the information about the matter that went into forming the black hole is lost. Regardless of the type of matter which goes into a black hole, it appears that only information concerning the total mass, charge, and angular momentum are conserved. As black holes evaporate by emitting Hawking radiation, the information is preserved and reappears once the black hole has fully evaporated.",D,0
1600,Which of the following is correct? What is the information loss paradox in black holes? from the following choices.,"Black holes have only a few internal parameters, so most of the information about the matter that went into forming the black hole is preserved. Regardless of the type of matter which goes into a black hole, it appears that all the information is conserved. As black holes evaporate by emitting Hawking radiation, the information is preserved and reappears once the black hole has fully evaporated.",E,0
1601,Identify the correct statement: What can be inferred about the electronic entropy of insulators and metals based on their densities of states at the Fermi level? carefully.,"Insulators and metals have zero density of states at the Fermi level, and therefore, their density of states-based electronic entropy is essentially zero.",A,0
1601,Identify the correct statement: What can be inferred about the electronic entropy of insulators and metals based on their densities of states at the Fermi level? carefully.,"Insulators have zero density of states at the Fermi level, and therefore, their density of states-based electronic entropy is essentially zero. Metals have non-zero density of states at the Fermi level, and thus, their electronic entropy should be proportional to the temperature and density of states at the Fermi level.",B,1
1601,Identify the correct statement: What can be inferred about the electronic entropy of insulators and metals based on their densities of states at the Fermi level? carefully.,"Insulators have non-zero density of states at the Fermi level, and therefore, their density of states-based electronic entropy is proportional to the temperature and density of states at the Fermi level. Metals have zero density of states at the Fermi level, and thus, their electronic entropy is essentially zero.",C,0
1601,Identify the correct statement: What can be inferred about the electronic entropy of insulators and metals based on their densities of states at the Fermi level? carefully.,"Insulators and metals have varying densities of states at the Fermi level, and thus, their electronic entropy may or may not be proportional to the temperature and density of states at the Fermi level.",D,0
1601,Identify the correct statement: What can be inferred about the electronic entropy of insulators and metals based on their densities of states at the Fermi level? carefully.,"Insulators and metals have non-zero density of states at the Fermi level, and thus, their electronic entropy should be proportional to the temperature and density of states at the Fermi level.",E,0
1602,Determine the correct option: What is the Erlangen program?,"The Erlangen program is a technique of characterizing geometries based on statistics and probability, published by Felix Klein in 1872 as Vergleichende Betrachtungen über neuere geometrische Forschungen.",A,0
1602,Determine the correct option: What is the Erlangen program?,"The Erlangen program is a procedure of characterizing geometries based on group concept and projective geometry, published by Felix Klein in 1872 as Vergleichende Betrachtungen über neuere geometrische Forschungen.",B,1
1602,Determine the correct option: What is the Erlangen program?,"The Erlangen program is a approach of characterizing geometries based on algebra and trigonometry, published by Felix Klein in 1872 as Vergleichende Betrachtungen über neuere geometrische Forschungen.",C,0
1602,Determine the correct option: What is the Erlangen program?,"The Erlangen program is a procedure of characterizing geometries based on geometry and topology, published by Felix Klein in 1872 as Vergleichende Betrachtungen über neuere geometrische Forschungen.",D,0
1602,Determine the correct option: What is the Erlangen program?,"The Erlangen program is a approach of characterizing geometries based on calculus and differential equations, published by Felix Klein in 1872 as Vergleichende Betrachtungen über neuere geometrische Forschungen.",E,0
1603,Choose the correct answer: What is the contrast between probability mass function (PMF) and probability density function (PDF)? among the listed options.,"PMF is used only for continuous random variables, while PDF is used for both continuous and discrete random variables.",A,0
1603,Choose the correct answer: What is the contrast between probability mass function (PMF) and probability density function (PDF)? among the listed options.,"PMF is used for both continuous and discrete random variables, while PDF is used only for continuous random variables.",B,0
1603,Choose the correct answer: What is the contrast between probability mass function (PMF) and probability density function (PDF)? among the listed options.,"PMF is used for continuous random variables, while PDF is used for discrete random variables.",C,0
1603,Choose the correct answer: What is the contrast between probability mass function (PMF) and probability density function (PDF)? among the listed options.,"PMF is used for discrete random variables, while PDF is used for continuous random variables.",D,1
1603,Choose the correct answer: What is the contrast between probability mass function (PMF) and probability density function (PDF)? among the listed options.,PMF and PDF are interchangeable terms used for the same concept in probability principle.,E,0
1604,Which of the following is correct? What is the Evans balance? carefully.,"The Evans balance is a framework used to measure the change in weight of a sample when an electromagnet is turned on, which is proportional to the susceptibility.",A,0
1604,Which of the following is correct? What is the Evans balance? carefully.,The Evans balance is a framework used to measure the dependence of the NMR frequency of a liquid sample on its shape or orientation to determine its susceptibility.,B,0
1604,Which of the following is correct? What is the Evans balance? carefully.,The Evans balance is a mechanism used to measure the magnetic field distortion around a sample immersed in water inside an MR scanner to determine its susceptibility.,C,0
1604,Which of the following is correct? What is the Evans balance? carefully.,The Evans balance is a framework used to measure the susceptibility of a sample by measuring the force change on a strong compact magnet upon insertion of the sample.,D,1
1604,Which of the following is correct? What is the Evans balance? carefully.,"The Evans balance is a structure used to measure the magnetic susceptibility of most crystals, which is not a scalar quantity.",E,0
1605,Identify the correct statement: What is the application of Memristor? based on the given context.,"Memristor has applications in the production of electric cars, airplanes, and ships.",A,0
1605,Identify the correct statement: What is the application of Memristor? based on the given context.,"Memristor has applications in the production of food, clothing, and shelter.",B,0
1605,Identify the correct statement: What is the application of Memristor? based on the given context.,"Memristor has applications in the production of solar panels, wind turbines, and hydroelectric power plants.",C,0
1605,Identify the correct statement: What is the application of Memristor? based on the given context.,"Memristor has applications in programmable logic signal processing, Super-resolution imaging, physical neural networks, control mechanisms, reconfigurable computing, in-memory computing, brain–computer interfaces and RFID.",D,1
1605,Identify the correct statement: What is the application of Memristor? based on the given context.,"Memristor has applications in optical fiber communication, satellite communication, and wireless communication.",E,0
1606,Identify the correct statement: What is the Penrose process?,"The Penrose process is a mechanism through which objects can emerge from the ergosphere with less energy than they entered with, taking energy from the rotational energy of the black hole and speeding up its rotation.",A,0
1606,Identify the correct statement: What is the Penrose process?,"The Penrose process is a mechanism through which objects can emerge from the ergosphere with the same energy as they entered with, taking energy from the rotational energy of the black hole and maintaining its rotation.",B,0
1606,Identify the correct statement: What is the Penrose process?,"The Penrose process is a mechanism through which objects can emerge from the ergosphere with more energy than they entered with, taking extra energy from the rotational energy of the black hole and slowing down its rotation.",C,1
1606,Identify the correct statement: What is the Penrose process?,"The Penrose process is a mechanism through which objects can emerge from the event horizon with less energy than they entered with, taking energy from the rotational energy of the black hole and speeding up its rotation.",D,0
1606,Identify the correct statement: What is the Penrose process?,"The Penrose process is a mechanism through which objects can emerge from the event horizon with more energy than they entered with, taking extra energy from the rotational energy of the black hole and slowing down its rotation.",E,0
1607,Choose the correct answer: What is Lorentz symmetry or Lorentz invariance in relativistic physics?,Lorentz symmetry or Lorentz invariance is a property of the underlying spacetime manifold that describes the feature of nature that says experimental results are independent of the orientation or the boost velocity of the laboratory through space.,A,0
1607,Choose the correct answer: What is Lorentz symmetry or Lorentz invariance in relativistic physics?,"Lorentz symmetry or Lorentz invariance is a measure of the curvature of spacetime caused by the presence of massive objects, which describes the feature of nature that says experimental results are independent of the orientation or the boost velocity of the laboratory through space.",B,0
1607,Choose the correct answer: What is Lorentz symmetry or Lorentz invariance in relativistic physics?,"Lorentz symmetry or Lorentz invariance is a physical quantity that transforms under a given representation of the Lorentz group, built out of scalars, four-vectors, four-tensors, and spinors.",C,0
1607,Choose the correct answer: What is Lorentz symmetry or Lorentz invariance in relativistic physics?,"Lorentz symmetry or Lorentz invariance is a measure of the time dilation and length contraction effects predicted by special relativity, which states that the laws of physics stay the same for all observers that are moving with respect to one another within an inertial frame.",D,0
1607,Choose the correct answer: What is Lorentz symmetry or Lorentz invariance in relativistic physics?,Lorentz symmetry or Lorentz invariance is an equivalence of observation or observational symmetry due to special relativity implying that the laws of physics stay the same for all observers that are moving with respect to one another within an inertial frame.,E,1
1608,Select the most accurate option: What is the proposed name for the field that is responsible for cosmic inflation and the metric expansion of space? among the listed options.,Inflaton,A,1
1608,Select the most accurate option: What is the proposed name for the field that is responsible for cosmic inflation and the metric expansion of space? among the listed options.,Quanta,B,0
1608,Select the most accurate option: What is the proposed name for the field that is responsible for cosmic inflation and the metric expansion of space? among the listed options.,Scalar,C,0
1608,Select the most accurate option: What is the proposed name for the field that is responsible for cosmic inflation and the metric expansion of space? among the listed options.,Metric,D,0
1608,Select the most accurate option: What is the proposed name for the field that is responsible for cosmic inflation and the metric expansion of space? among the listed options.,Conformal cyclic cosmology,E,0
1609,"What are amorphous ferromagnetic metallic alloys, and what are their advantages?","Amorphous ferromagnetic metallic alloys are crystalline alloys that can be made by rapidly cooling a liquid alloy. Their properties are nearly anisotropic, resulting in low coercivity, low hysteresis loss, high permeability, and high electrical resistivity.",A,0
1609,"What are amorphous ferromagnetic metallic alloys, and what are their advantages?","Amorphous ferromagnetic metallic alloys are non-crystalline alloys that can be made by slowly heating a solid alloy. Their properties are nearly isotropic, resulting in low coercivity, low hysteresis loss, high permeability, and high electrical resistivity.",B,0
1609,"What are amorphous ferromagnetic metallic alloys, and what are their advantages?","Amorphous ferromagnetic metallic alloys are crystalline alloys that can be made by slowly cooling a liquid alloy. Their properties are nearly anisotropic, resulting in high coercivity, high hysteresis loss, low permeability, and low electrical resistivity.",C,0
1609,"What are amorphous ferromagnetic metallic alloys, and what are their advantages?","Amorphous ferromagnetic metallic alloys are non-crystalline alloys that can be made by rapidly cooling a liquid alloy. Their properties are nearly isotropic, resulting in low coercivity, low hysteresis loss, high permeability, and high electrical resistivity.",D,1
1609,"What are amorphous ferromagnetic metallic alloys, and what are their advantages?","Amorphous ferromagnetic metallic alloys are non-crystalline alloys that can be made by rapidly heating a solid alloy. Their properties are nearly isotropic, resulting in high coercivity, high hysteresis loss, low permeability, and low electrical resistivity.",E,0
1610,"Determine the correct option: What are amorphous ferromagnetic metallic alloys, and what are their advantages? based on the given context.","Amorphous ferromagnetic metallic alloys are crystalline alloys that can be made by rapidly cooling a liquid alloy. Their properties are nearly anisotropic, resulting in low coercivity, low hysteresis loss, high permeability, and high electrical resistivity.",A,0
1610,"Determine the correct option: What are amorphous ferromagnetic metallic alloys, and what are their advantages? based on the given context.","Amorphous ferromagnetic metallic alloys are non-crystalline alloys that can be made by slowly heating a solid alloy. Their properties are nearly isotropic, resulting in low coercivity, low hysteresis loss, high permeability, and high electrical resistivity.",B,0
1610,"Determine the correct option: What are amorphous ferromagnetic metallic alloys, and what are their advantages? based on the given context.","Amorphous ferromagnetic metallic alloys are crystalline alloys that can be made by slowly cooling a liquid alloy. Their properties are nearly anisotropic, resulting in high coercivity, high hysteresis loss, low permeability, and low electrical resistivity.",C,0
1610,"Determine the correct option: What are amorphous ferromagnetic metallic alloys, and what are their advantages? based on the given context.","Amorphous ferromagnetic metallic alloys are non-crystalline alloys that can be made by rapidly cooling a liquid alloy. Their properties are nearly isotropic, resulting in low coercivity, low hysteresis loss, high permeability, and high electrical resistivity.",D,1
1610,"Determine the correct option: What are amorphous ferromagnetic metallic alloys, and what are their advantages? based on the given context.","Amorphous ferromagnetic metallic alloys are non-crystalline alloys that can be made by rapidly heating a solid alloy. Their properties are nearly isotropic, resulting in high coercivity, high hysteresis loss, low permeability, and low electrical resistivity.",E,0
1611,Select the most accurate option: Which of the following statements accurately describes the relationship between the dimensions of a diffracting object and the angular spacing of features in the diffraction pattern?,"The angular spacing of features in the diffraction pattern is indirectly proportional to the dimensions of the object causing the diffraction. Therefore, if the diffracting object is smaller, the resulting diffraction pattern will be narrower.",A,0
1611,Select the most accurate option: Which of the following statements accurately describes the relationship between the dimensions of a diffracting object and the angular spacing of features in the diffraction pattern?,"The angular spacing of features in the diffraction pattern is directly proportional to the dimensions of the object causing the diffraction. Therefore, if the diffracting object is smaller, the resulting diffraction pattern will be narrower.",B,0
1611,Select the most accurate option: Which of the following statements accurately describes the relationship between the dimensions of a diffracting object and the angular spacing of features in the diffraction pattern?,"The angular spacing of features in the diffraction pattern is independent of the dimensions of the object causing the diffraction. Therefore, if the diffracting object is smaller, the resulting diffraction pattern will be the same as if it were big.",C,0
1611,Select the most accurate option: Which of the following statements accurately describes the relationship between the dimensions of a diffracting object and the angular spacing of features in the diffraction pattern?,"The angular spacing of features in the diffraction pattern is inversely proportional to the dimensions of the object causing the diffraction. Therefore, if the diffracting object is smaller, the resulting diffraction pattern will be wider.",D,1
1611,Select the most accurate option: Which of the following statements accurately describes the relationship between the dimensions of a diffracting object and the angular spacing of features in the diffraction pattern?,"The angular spacing of features in the diffraction pattern is directly proportional to the square root of the dimensions of the object causing the diffraction. Therefore, if the diffracting object is smaller, the resulting diffraction pattern will be slightly narrower.",E,0
